Nombre,Fabricante,Escala,Serie,Original,Fecha de lanzamiento,Precio venta,Precio especial,Código JAN,Embalaje,Peso
PMX-000 Messala ,Bandai,1/144,"HGUC , 157",Mobile Suit Gundam,"Mid Jun., 2013",28.43USD,23.69USD,4543112823281, 31.1 x 20.1 x 11.4 cm , 573g
Gundam Astray Blue Frame Second L ,Bandai,1/144,"HG Gundam SEED , 57",Mobile Suit Gundam,"Late May, 2013",16.11USD,13.42USD,4543112819420, 29.8 x 18.8 x 6.8 cm , 327g
Full Armor Unicorn Gundam ,Bandai,1/144,"HGUC , 156",Mobile Suit Gundam,"Early May, 2013",28.43USD,23.69USD,4543112819444, 31 x 20 x 11.2 cm , 543g
RX-79[G]Ez-8 Gundam Ez8 ,Bandai,1/144,"HGUC , 155",Mobile Suit Gundam,"Mid Apr., 2013",15.16USD,12.63USD,4543112815897, 29.9 x 19 x 6.9 cm , 293g
MS-06R-1A Shin Matsunaga`s Customize Zaku II ,Bandai,1/144,"HGUC , 154",Mobile Suit Gundam,"Early Mar., 2013",15.16USD,12.63USD,4543112813534, 31.1 x 19.2 x 7.5 cm , 336g
Gundam AGE-1 Full Glanza ,Bandai,1/144,HGAGE,Mobile Suit Gundam,"Mid Apr., 2013",15.16USD,12.63USD,4543112813381, 29.8 x 19 x 7.8 cm , 346g
Unicorn Gundam 02 Banshee Norn ,Bandai,1/144,"HGUC , 153",Mobile Suit Gundam,"Early Mar., 2013",16.11USD,13.42USD,4543112813411, 31.1 x 19.2 x 8 cm , 356g
R17 Perfect Strike Gundam ,Bandai,1/144,Remaster Ver.,Mobile Suit Gundam,"Late Feb., 2013",16.11USD,13.42USD,4543112813473, 31.1 x 19.2 x 7.8 cm , 351g
BMS-005 G Xiphos ,Bandai,1/144,HGAGE,Mobile Suit Gundam,"Mid Mar., 2013",14.21USD,11.84USD,4543112815217, 29.7 x 18.8 x 6.9 cm , 280g
BMS-003 Shaldoll Rogue ,Bandai,1/144,HGAGE,Mobile Suit Gundam,"Early Feb., 2013",12.32USD,10.26USD,4543112813541, 29.8 x 18.8 x 5.5 cm , 230g
MS-06R-1A Black Tri-Stars Zaku II ,Bandai,1/144,"HGUC , 151",Mobile Suit Gundam,"Mid Feb., 2013",15.16USD,12.63USD,4543112778888, 31 x 19.1 x 7.2 cm , 326g
RGM-96X Jesta Cannon ,Bandai,1/144,"HGUC , 152",Mobile Suit Gundam,"Mid Feb., 2013",18.95USD,15.79USD,4543112813299, 31.2 x 19.2 x 8.2 cm , 380g
MSA-003 Nemo ,Bandai,1/144,"HGUC , 150",Mobile Suit Gundam,"Late Jan., 2013",14.21USD,11.84USD,4543112813862, 30 x 19 x 5.5 cm , 271g
Gundam AGE-FX Burst ,Bandai,1/144,HGAGE,Mobile Suit Gundam,"Mid Jan., 2013",17.06USD,14.21USD,4543112807526, 29.8 x 19 x 6.8 cm , 335g
YAMS-132 Rozen Zulu ,Bandai,1/144,"HGUC , 149",Mobile Suit Gundam,"Late Dec., 2012",26.53USD,22.11USD,4543112796523, 31 x 20 x 11.5 cm , 518g
RGE-G2100C Clanche Custom ,Bandai,1/144,HGAGE,Mobile Suit Gundam,"Early Dec., 2012",12.32USD,10.26USD,4543112794345, 30 x 19.2 x 6.8 cm , 275g
MSN-001X Gundam Delta Kai ,Bandai,1/144,"HGUC , 148",Mobile Suit Gundam,"Early Dec., 2012",24.64USD,20.53USD,4543112796417, 31.1 x 20.2 x 11.3 cm , 531g
Byarlant Custom ,Bandai,1/144,"HGUC , 147",Mobile Suit Gundam,"Early Nov., 2012",24.64USD,20.53USD,4543112785336, 31.2 x 20.3 x 10.2 cm , 504g
Gundam AGE-3 Fortress ,Bandai,1/144,HGAGE,Mobile Suit Gundam,"Late Nov., 2012",17.06USD,14.21USD,4543112757951, 29.8 x 18.8 x 7.5 cm , 359g
Gundam Legilis ,Bandai,1/144,HGAGE,Mobile Suit Gundam,"Early Oct., 2012",14.21USD,11.84USD,4543112783820, 30 x 18.9 x 6.8 cm , 277g
Clanche ,Bandai,1/144,HGAGE,Mobile Suit Gundam,"Early Sep., 2012",12.32USD,10.26USD,4543112779113, 29.9 x 19 x 6.8 cm , 268g
GM Sniper II ,Bandai,1/144,"HGUC , 146",Mobile Suit Gundam,"Mid Sep., 2012",14.21USD,11.84USD,4543112779168, 29.9 x 19 x 6 cm , 291g
Gundam AGE-FX ,Bandai,1/144,HGAGE,Mobile Suit Gundam,"Late Aug., 2012",15.16USD,12.63USD,4543112769428, 30.1 x 19 x 6.9 cm , 320g
Base Jabber ,Bandai,1/144,"HGUC , 144",Mobile Suit Gundam,"Mid Jul., 2012",9.48USD,7.9USD,4543112765109, 30 x 19 x 4.7 cm , 260g
Zaku Mariner ,Bandai,1/144,"HGUC , 143",Mobile Suit Gundam,"Mid Jul., 2012",13.27USD,11.05USD,4543112765093, 29.1 x 19.1 x 6.3 cm , 262g
RX-139 Hambrabi ,Bandai,1/144,"HGUC , 145",Mobile Suit Gundam,"Late Aug., 2012",16.11USD,13.42USD,4543112769572, 31.1 x 19.1 x 7.2 cm , 297g
Gundam AGE-2 Dark Hound ,Bandai,1/144,HGAGE,Mobile Suit Gundam,"Mid Jul., 2012",14.21USD,11.84USD,4543112764836, 29.9 x 19 x 6.8 cm , 304g
G-Exes Jack Edge ,Bandai,1/144,HGAGE,Mobile Suit Gundam,"Late Jul., 2012",11.37USD,9.48USD,4543112764935, 29.8 x 19 x 5.8 cm , 248g
Gundam AGE-3 Orbital ,Bandai,1/144,HGAGE,Mobile Suit Gundam,"Early Aug., 2012",17.06USD,14.21USD,4543112769411, 29.9 x 18.9 x 7.8 cm , 363g
Ghirarga ,Bandai,1/144,HGAGE,Mobile Suit Gundam,"Mid Jun., 2012",12.32USD,10.26USD,4543112757159, 30 x 19 x 6.7 cm , 262g
Danazine ,Bandai,1/144,HGAGE,Mobile Suit Gundam,"Early May, 2012",14.21USD,11.84USD,4543112757197, 29.9 x 18.9 x 6.8 cm , 308g
R16 M1 Astray ,Bandai,1/144,Remaster Ver.,Mobile Suit Gundam,"Late Jun., 2012",13.27USD,11.05USD,4543112757005, 29.2 x 19.2 x 6.2 cm , 281g
ReZEL Type-C ,Bandai,1/144,"HGUC , 142",Mobile Suit Gundam,"Mid Jun., 2012",24.64USD,20.53USD,4543112765086, 31.1 x 20.2 x 10.1 cm , 526g
Miss Sazabi ,Bandai,1/144,"HG Build Fighters , 012",Mobile Suit Gundam,"Mid Mar., 2014",28.43USD,23.69USD,4543112865236, 31 x 20 x 11.3 cm , 485g
High Mobility Type Zaku II `Psycho Zaku` ,Bandai,1/144,HG (Gundam Thunderbolt),Mobile Suit Gundam,"Late Feb., 2014",25.58USD,21.32USD,4543112851871, 29.8 x 19 x 11.2 cm , 588g
Zaku II ,Bandai,1/144,HG (Gundam Thunderbolt),Mobile Suit Gundam,"Late Feb., 2014",17.06USD,14.21USD,4543112865335, 29.8 x 19 x 7.8 cm , 323g
Dreissen ,Bandai,1/144,"HGUC , 172",Mobile Suit Gundam,"Mid Feb., 2014",18.95USD,15.79USD,4543112891792, 31 x 20.3 x 9.4 cm , 449g
Doven Wolf ,Bandai,1/144,"HGUC , 173",Mobile Suit Gundam,"Mid Feb., 2014",20.85USD,17.37USD,4543112891808, 31.2 x 20.3 x 9.5 cm , 467g
Wing Gundam Zero ,Bandai,1/144,"HGAC , 174",Mobile Suit Gundam,"Early Mar., 2014",15.16USD,12.63USD,4543112865229, 29.9 x 19 x 5.9 cm , 275g
Strike Rouge ,Bandai,1/144,"HGCE , 176",Mobile Suit Gundam,"Late Mar., 2014",13.27USD,11.05USD,4543112891624,null,null
Gunpla Battle Arm Arms ,Bandai,1/144,"HG Build Custom , 010",Mobile Suit Gundam,"Mid Mar., 2014",7.58USD,6.32USD,4543112865267, 18.8 x 14.9 x 4.8 cm , 142g
Hyper Gunpla Battle Weapons ,Bandai,1/144,"HG Build Custom , 006",Mobile Suit Gundam,"Early Jan., 2014",5.69USD,4.74USD,4543112851819, 18.9 x 15 x 4.8 cm , 110g
K9 Dog Pack ,Bandai,1/144,"HG Build Custom , 009",Mobile Suit Gundam,"Mid Feb., 2014",7.58USD,6.32USD,4543112851826, 18.9 x 15 x 4.8 cm , 117g
Amazing Weapon binder ,Bandai,1/144,"HG Build Custom , 007",Mobile Suit Gundam,"Early Jan., 2014",4.74USD,3.95USD,4543112851802, 18.9 x 15 x 4.8 cm , 106g
Universe Booster Plavsky Power Gate ,Bandai,1/144,"HG Build Custom , 008",Mobile Suit Gundam,"Mid Jan., 2014",7.58USD,6.32USD,4543112851796, 19 x 15 x 6.6 cm , 161g
GM Sniper K9 ,Bandai,1/144,"HG Build Fighters , 010",Mobile Suit Gundam,"Mid Feb., 2014",17.06USD,14.21USD,4543112851512, 29.9 x 19 x 8 cm , 386g
Kampfer Amazing ,Bandai,1/144,"HG Build Fighters , 008",Mobile Suit Gundam,"Early Jan., 2014",17.06USD,14.21USD,4543112851772, 30 x 19 x 7.8 cm , 365g
Star Build Strike Gundam Plavsky Wing ,Bandai,1/144,"HG Build Fighters , 009",Mobile Suit Gundam,"Mid Jan., 2014",14.21USD,11.84USD,4543112851505, 29.8 x 18.8 x 6.9 cm , 313g
Qubeley Papillon ,Bandai,1/144,"HG Build Fighters , 011",Mobile Suit Gundam,"Mid Feb., 2014",18.95USD,15.79USD,4543112851789, 31 x 20.3 x 9.5 cm , 417g
Aile Strike Gundam ,Bandai,1/144,"HGCE , 171",Mobile Suit Gundam,"Early Feb., 2014",12.32USD,10.26USD,4543112851444, 30 x 19 x 6.8 cm , 271g
Silver Bullet ,Bandai,1/144,"HGUC , 170",Mobile Suit Gundam,"Late Jan., 2014",20.85USD,17.37USD,4543112851406, 31.1 x 20.1 x 9.5 cm , 468g
V2 Gundam ,Bandai,1/144,"HGUC , 169",Mobile Suit Gundam,"Late Jan., 2014",12.32USD,10.26USD,4543112851437, 29.8 x 18.8 x 6.6 cm , 274g
Gundam F91 Harrison Martin Custom ,Bandai,1/144,"HGUC , 168",Mobile Suit Gundam,"Late Dec., 2013",11.37USD,9.48USD,4543112870889, 30 x 19.2 x 5.7 cm , 240g
MSA-003 Nemo ,Bandai,1/144,"HGUC , 164",Mobile Suit Gundam,"Mid Nov., 2013",14.21USD,11.84USD,4543112757784, 30 x 19 x 5.8 cm , 278g
MS-06R-2 Johnny Ridden`s Customize Zaku II ,Bandai,1/144,"HGUC , 166",Mobile Suit Gundam,"Late Nov., 2013",17.06USD,14.21USD,4543112865625, 31.2 x 19.1 x 7.2 cm , 357g
GM ,Bandai,1/144,HG (Gundam Thunderbolt),Mobile Suit Gundam,"Late Dec., 2013",17.06USD,14.21USD,4543112851659, 29.8 x 18.8 x 6.8 cm , 302g
Zaku II + Big Gun ,Bandai,1/144,HG (Gundam Thunderbolt),Mobile Suit Gundam,"Late Dec., 2013",36.01USD,30.01USD,4543112836625, 29.8 x 18.8 x 11 cm , 544g
Full Armor Gundam ,Bandai,1/144,HG (Gundam Thunderbolt),Mobile Suit Gundam,"Late Dec., 2013",25.58USD,21.32USD,4543112851642, 29.8 x 19 x 8 cm , 472g
Sengoku Astray Gundam ,Bandai,1/144,"HG Build Fighters , 007",Mobile Suit Gundam,"Mid Dec., 2013",17.06USD,14.21USD,4543112851482, 29.9 x 18.9 x 7.9 cm , 315g
Meteor Hopper ,Bandai,1/144,"HG Build Custom , 004",Mobile Suit Gundam,"Early Dec., 2013",7.58USD,6.32USD,4543112851550, 18.8 x 14.9 x 6.5 cm , 146g
Wing Gundam Fenice ,Bandai,1/144,"HG Build Fighters , 006",Mobile Suit Gundam,"Early Dec., 2013",15.16USD,12.63USD,4543112851499, 29.8 x 18.8 x 6.6 cm , 292g
Beargguy III ,Bandai,1/144,"HG Build Fighters , 005",Mobile Suit Gundam,"Early Dec., 2013",17.06USD,14.21USD,4543112864178, 31.1 x 19.1 x 8.3 cm , 404g
Build Booster Mk-II ,Bandai,1/144,"HG Build Custom , 003",Mobile Suit Gundam,"Mid Nov., 2013",5.69USD,4.74USD,4543112851536, 19 x 15 x 4.8 cm , 108g
Build Gundam Mk-II ,Bandai,1/144,"HG Build Fighters , 004",Mobile Suit Gundam,"Mid Nov., 2013",17.06USD,14.21USD,4543112851475, 30 x 19 x 6.9 cm , 326g
Matsuri Weapon ,Bandai,1/144,"HG Build Custom , 005",Mobile Suit Gundam,"Mid Dec., 2013",5.69USD,4.74USD,4543112851543, 18.9 x 15 x 4.9 cm , 87g
Gundam F91 ,Bandai,1/144,"HGUC , 167",Mobile Suit Gundam,"Mid Dec., 2013",11.37USD,9.48USD,4543112851420, 30 x 19.2 x 5.5 cm , 236g
Amazing Booster ,Bandai,1/144,"HG Build Custom , 002",Mobile Suit Gundam,"Early Oct., 2013",6.63USD,5.53USD,4543112844712, 18.9 x 15.2 x 7 cm , 182g
Build Booster ,Bandai,1/144,"HG Build Custom , 001",Mobile Suit Gundam,"Early Oct., 2013",4.74USD,3.95USD,4543112844705, 19 x 15.1 x 4.7 cm , 96g
Gundam X Maoh ,Bandai,1/144,"HG Build Fighters , 003",Mobile Suit Gundam,"Early Nov., 2013",17.06USD,14.21USD,4543112851468, 30 x 19 x 6.9 cm , 306g
Zaku Amazing ,Bandai,1/144,"HG Build Fighters , 002",Mobile Suit Gundam,"Early Oct., 2013",17.06USD,14.21USD,4573102554314, 30 x 19 x 7.8 cm , 410g
Build Strike Gundam Full Package ,Bandai,1/144,"HG Build Fighters , 001",Mobile Suit Gundam,"Early Oct., 2013",13.27USD,11.05USD,4543112844682, 29.9 x 19 x 6.8 cm , 279g
LM312V04 Victory Gundam ,Bandai,1/144,"HGUC , 165",Mobile Suit Gundam,"Mid Nov., 2013",11.37USD,9.48USD,4543112851413, 29.8 x 19 x 5.8 cm , 226g
GX-9901-DX Gundam Double X ,Bandai,1/144,"HGAW , 163",Mobile Suit Gundam,"Early Oct., 2013",16.11USD,13.42USD,4543112836649,null,null
High Mock ,Bandai,1/144,"HG Build Fighters , 027",Mobile Suit Gundam,"Late Jan., 2015",7.58USD,6.32USD,4543112948601, 29.9 x 19 x 4.8 cm , 210g
Space Gehennam ,Bandai,1/144,"HG Reconguista in G , 007",Mobile Suit Gundam,"Mid Jan., 2015",13.27USD,11.05USD,4543112943750, 30 x 19 x 5.8 cm , 245g
Mega Ride Launcher ,Bandai,1/144,"HG Build Custom , 017",Mobile Suit Gundam,"Mid Dec., 2014",5.69USD,4.74USD,4543112943729, 18.8 x 15 x 4.7 cm , 96g
Mega-Shiki ,Bandai,1/144,"HG Build Fighters , 025",Mobile Suit Gundam,"Mid Dec., 2014",17.06USD,14.21USD,4543112943705, 31 x 19.1 x 8.5 cm , 417g
R-Gyagya ,Bandai,1/144,"HG Build Fighters , 024",Mobile Suit Gundam,"Mid Dec., 2014",17.06USD,14.21USD,4543112943712, 29.9 x 19 x 7.9 cm , 381g
Space Gehennam ,Bandai,1/144,"HG Reconguista in G , 006",Mobile Suit Gundam,"Mid Dec., 2014",13.27USD,11.05USD,4543112948489, 29.8 x 19 x 4.7 cm , 243g
Option Unit Space Pack for Gundam G-Self ,Bandai,1/144,"HG Reconguista in G , 005",Mobile Suit Gundam,"Mid Dec., 2014",11.37USD,9.48USD,4543112943736, 29.9 x 19 x 5.8 cm , 218g
Crossbone Gundam X1 ,Bandai,1/144,"HGUC , 187",Mobile Suit Gundam,"Mid Nov., 2014",17.06USD,14.21USD,4543112938282, 30 x 19 x 7.1 cm , 278g
Beargguy F ,Bandai,1/144,"HG Build Fighters , 022",Mobile Suit Gundam,"Late Nov., 2014",17.06USD,14.21USD,4573102554352, 31.1 x 19.1 x 8.4 cm , 428g
Ez-Arms ,Bandai,1/144,"HG Build Custom , 016",Mobile Suit Gundam,"Mid Nov., 2014",5.69USD,4.74USD,4543112943569, 19 x 15.1 x 4.7 cm , 93g
Gundam Ez-SR ,Bandai,1/144,"HG Build Fighters , 021",Mobile Suit Gundam,"Mid Nov., 2014",17.06USD,14.21USD,4573102554345, 29.9 x 19 x 8 cm , 391g
Gundam G-Arcane ,Bandai,1/144,"HG Reconguista in G , 004",Mobile Suit Gundam,"Mid Nov., 2014",15.16USD,12.63USD,4543112932808, 29.8 x 18.8 x 6.6 cm , 284g
Montero ,Bandai,1/144,"HG Reconguista in G , 003",Mobile Suit Gundam,"Early Nov., 2014",15.16USD,12.63USD,4543112932815, 29.9 x 18.9 x 6.8 cm , 262g
Grimoire ,Bandai,1/144,"HG Reconguista in G , 002",Mobile Suit Gundam,"Late Oct., 2014",13.27USD,11.05USD,4543112932297, 30 x 19.1 x 6 cm , 243g
Gundam G-Self ,Bandai,1/144,"HG Reconguista in G , 001",Mobile Suit Gundam,"Mid Sep., 2014",15.16USD,12.63USD,4543112932280, 29.8 x 18.8 x 6.6 cm , 285g
Lightning Back Weapon System ,Bandai,1/144,"HG Build Custom , 015",Mobile Suit Gundam,"Early Nov., 2014",7.58USD,6.32USD,4543112932846, 19 x 14.9 x 4.7 cm , 111g
Lightning Gundam ,Bandai,1/144,"HG Build Fighters , 020",Mobile Suit Gundam,"Early Nov., 2014",15.16USD,12.63USD,4573102554338, 29.9 x 19 x 6.8 cm , 260g
Powered Arms Powerder ,Bandai,1/144,"HG Build Custom , 014",Mobile Suit Gundam,"Early Oct., 2014",5.69USD,4.74USD,4543112932310, 19 x 15 x 4.7 cm , 115g
Powered GM Cardigan ,Bandai,1/144,"HG Build Fighters , 019",Mobile Suit Gundam,"Early Oct., 2014",17.06USD,14.21USD,4543112932822, 29.9 x 19 x 7.8 cm , 364g
Build Burning Gundam ,Bandai,1/144,"HG Build Fighters , 018",Mobile Suit Gundam,"Early Oct., 2014",13.27USD,11.05USD,4543112932303, 29.9 x 19 x 6.8 cm , 272g
ZII ,Bandai,1/144,"HGUC , 186",Mobile Suit Gundam,"Mid Sep., 2014",22.74USD,18.95USD,4543112932266, 29.8 x 18.9 x 8 cm , 354g
Gundam Fenice Rinascita ,Bandai,1/144,"HG Build Fighters , 017",Mobile Suit Gundam,"Mid Sep., 2014",17.06USD,14.21USD,4543112914057, 29.8 x 18.8 x 7.5 cm , 327g
Rozen Zulu ,Bandai,1/144,"HGUC , 185",Mobile Suit Gundam,"Early Aug., 2014",26.53USD,22.11USD,4543112920768, 31.2 x 20.2 x 11.5 cm , 537g
Gundam Amazing Exia ,Bandai,1/144,"HG Build Fighters , 016",Mobile Suit Gundam,"Early Aug., 2014",17.06USD,14.21USD,4543112920775, 30 x 19 x 8 cm , 338g
Neo Zeong ,Bandai,1/144,"HGUC , 181",Mobile Suit Gundam,"Late Jun., 2014",236.88USD,197.4USD,4543112895073, 82.4 x 44.8 x 35.2 cm , 9720g
Valuable Pod ,Bandai,1/144,"HG Build Custom , 013",Mobile Suit Gundam,"Early Jul., 2014",7.58USD,6.32USD,4543112895141, 18.8 x 14.9 x 6.5 cm , 167g
Gundam Airmaster ,Bandai,1/144,"HGAW , 184",Mobile Suit Gundam,"Late Jul., 2014",16.11USD,13.42USD,4543112914040, 29.8 x 18.8 x 6.7 cm , 262g
Schuzrum Galluss ,Bandai,1/144,"HGUC , 183",Mobile Suit Gundam,"Early Jul., 2014",22.74USD,18.95USD,4543112914033, 31.1 x 19.2 x 7.3 cm , 321g
Zeta Plus ,Bandai,1/144,"HGUC , 182",Mobile Suit Gundam,"Early Jul., 2014",22.74USD,18.95USD,4543112895776, 31.3 x 19.2 x 8.2 cm , 352g
Gouf R35 ,Bandai,1/144,"HG Build Fighters , 015",Mobile Suit Gundam,"Early Jun., 2014",14.21USD,11.84USD,4543112895783, 29.8 x 18.8 x 6.6 cm , 320g
Zaku I ,Bandai,1/144,HG (Gundam Thunderbolt),Mobile Suit Gundam,"Mid Jun., 2014",17.06USD,14.21USD,4543112901798, 29.8 x 19.2 x 7.9 cm , 319g
Zssa ,Bandai,1/144,"HGUC , 180",Mobile Suit Gundam,"Mid Jun., 2014",22.74USD,18.95USD,4543112901354, 31.2 x 20.3 x 10.5 cm , 472g
Kshatriya Repaired ,Bandai,1/144,"HGUC , 179",Mobile Suit Gundam,"Mid May, 2014",61.59USD,51.32USD,4543112894885, 39 x 31 x 14.5 cm , 1055g
Skull Weapon ,Bandai,1/144,"HG Build Custom , 012",Mobile Suit Gundam,"Early May, 2014",7.58USD,6.32USD,4543112895134, 18.8 x 14.9 x 5.5 cm , 130g
Crossbone Gundam Maoh ,Bandai,1/144,"HG Build Fighters , 014",Mobile Suit Gundam,"Early Apr., 2014",17.06USD,14.21USD,4543112895103, 29.8 x 18.8 x 6.6 cm , 274g
Turn A Gundam ,Bandai,1/144,"HGCC , 177",Mobile Suit Gundam,"Early Apr., 2014",13.27USD,11.05USD,4543112894809, 30 x 18.8 x 6.8 cm , 272g
Full Armor Unicorn Gundam ,Bandai,1/144,"HGUC , 178",Mobile Suit Gundam,"Mid Apr., 2014",30.32USD,25.27USD,4543112894878, 31 x 20 x 13.3 cm , 665g
Unicorn Gundam 02 Banshee Norn ,Bandai,1/144,"HGUC , 175",Mobile Suit Gundam,"Mid Mar., 2014",18.95USD,15.79USD,4543112895035, 31 x 19 x 8 cm , 432g
Dark Matter Booster ,Bandai,1/144,"HG Build Custom , 011",Mobile Suit Gundam,"Mid Mar., 2014",5.69USD,4.74USD,4543112865250, 19 x 15 x 4.7 cm , 102g
Gundam Exia Dark Matter ,Bandai,1/144,"HG Build Fighters , 013",Mobile Suit Gundam,"Mid Mar., 2014",17.06USD,14.21USD,4543112865243, 30 x 19 x 7.6 cm , 336g
Freedom Gundam ,Bandai,1/144,"HGCE , Revive , 192",Mobile Suit Gundam,"Early Aug., 2015",17.06USD,14.21USD,4543112967275, 30 x 19 x 6.9 cm , 364g
Dimension Build Knuckles [Kaku] ,Bandai,1/144,"HG Build Custom , 024",Mobile Suit Gundam,"Early Jul., 2015",5.69USD,4.74USD,4543112967336, 19 x 15.1 x 4.7 cm , 98g
Kabakali ,Bandai,1/144,"HG Reconguista in G , 016",Mobile Suit Gundam,"Mid Jul., 2015",18.95USD,15.79USD,4543112966957, 30 x 19 x 7.7 cm , 349g
Dom R35 ,Bandai,1/144,"HG Build Fighters , 039",Mobile Suit Gundam,"Early Jul., 2015",17.06USD,14.21USD,4543112967329, 30 x 19 x 7.8 cm , 393g
Lightning Z Gundam ,Bandai,1/144,"HG Build Fighters , 040",Mobile Suit Gundam,"Mid Jul., 2015",20.85USD,17.37USD,4543112967176, 30 x 19 x 7.7 cm , 373g
RX-78-2 Gundam ,Bandai,1/144,"HGUC , Revive , 191",Mobile Suit Gundam,"Late Jul., 2015",9.48USD,7.9USD,4543112967169,null,null
Guncannon ,Bandai,1/144,"HGUC , Revive , 190",Mobile Suit Gundam,"Mid Jun., 2015",11.37USD,9.48USD,4543112967152, 29.9 x 19 x 5.8 cm , 227g
Justima ,Bandai,1/144,"HG Reconguista in G , 015",Mobile Suit Gundam,"Mid Jun., 2015",16.11USD,13.42USD,4543112966896, 30 x 19 x 7.7 cm , 318g
High Mobility Type Zaku II ,Bandai,1/144,"HG Gundam The Origin , 003",Mobile Suit Gundam,"Mid Jun., 2015",18.95USD,15.79USD,4543112966964, 29.8 x 18.9 x 7.7 cm , 390g
Giant Gatling ,Bandai,1/144,"HG Build Custom , 023",Mobile Suit Gundam,"Early Jun., 2015",5.69USD,4.74USD,4543112967312, 18.9 x 15 x 4.6 cm , 104g
Gundam Tryon 3 ,Bandai,1/144,"HG Build Fighters , 038",Mobile Suit Gundam,"Early Jun., 2015",26.53USD,22.11USD,4543112967077, 29.8 x 19 x 11.2 cm , 561g
Dahak ,Bandai,1/144,"HG Reconguista in G , 014",Mobile Suit Gundam,"Mid May, 2015",17.06USD,14.21USD,4543112966902, 30 x 19 x 8 cm , 309g
Ballden Arm Arms ,Bandai,1/144,"HG Build Custom , 022",Mobile Suit Gundam,"Mid May, 2015",7.58USD,6.32USD,4543112966995, 18.9 x 15 x 4.7 cm , 122g
Denial Gundam ,Bandai,1/144,"HG Build Fighters , 037",Mobile Suit Gundam,"Late May, 2015",17.06USD,14.21USD,4543112967084, 30 x 19.1 x 8 cm , 357g
Petitgguy Winning Yellow ,Bandai,1/144,"HG Petit`Gguy , 003",Mobile Suit Gundam,"Mid May, 2015",4.74USD,3.95USD,4549660005841, 19 x 15 x 4.8 cm , 96g
Petitgguy Lightning Blue ,Bandai,1/144,"HG Petit`Gguy , 002",Mobile Suit Gundam,"Mid May, 2015",4.74USD,3.95USD,4549660005834, 19 x 15 x 4.7 cm , 96g
Petitgguy Burning Red ,Bandai,1/144,"HG Petit`Gguy , 001",Mobile Suit Gundam,"Mid May, 2015",4.74USD,3.95USD,4549660005827, 18.8 x 15.1 x 4.7 cm , 96g
Petitgguy Future Pink ,Bandai,1/144,"HG Petit`Gguy , 004",Mobile Suit Gundam,"Mid May, 2015",4.74USD,3.95USD,4549660005858, 19 x 15.1 x 4.7 cm , 95g
Gundam The End ,Bandai,1/144,"HG Build Fighters , 036",Mobile Suit Gundam,"Mid May, 2015",20.85USD,17.37USD,4543112967039, 30 x 19.1 x 8 cm , 329g
V2 Assault Buster Gundam ,Bandai,1/144,"HGUC , 189",Mobile Suit Gundam,"Late May, 2015",18.95USD,15.79USD,4543112965271, 30.2 x 19.1 x 8.6 cm , 380g
Guntank Early Type ,Bandai,1/144,"HG Gundam The Origin , 002",Mobile Suit Gundam,"Mid May, 2015",16.11USD,13.42USD,4543112965288, 30 x 19 x 9.8 cm , 429g
Char Aznable`s Custom Zaku II  ,Bandai,1/144,"HG Gundam The Origin , 001",Mobile Suit Gundam,"Late Apr., 2015",16.11USD,13.42USD,4573102556066, 29.8 x 19 x 7.8 cm , 366g
Crossbone Gundam X1 Full Cloth TYPE.GBFT ,Bandai,1/144,"HG Build Fighters , 035",Mobile Suit Gundam,"Late Apr., 2015",20.85USD,17.37USD,4543112964311, 30 x 19 x 7.8 cm , 358g
Transient Gundam ,Bandai,1/144,"HG Build Fighters , 034",Mobile Suit Gundam,"1,944yenabout17.06USD","14.21USD

",sO,2292246, 29.9 x 19 x 6.9 cm , 269g
Catsith ,Bandai,1/144,"HG Reconguista in G , 013",Mobile Suit Gundam,"Late Apr., 2015",17.06USD,14.21USD,4543112964304, 29.9 x 18.9 x 7.7 cm , 313g
Gundam G-Self ,Bandai,1/144,"HG Reconguista in G , 012",Mobile Suit Gundam,"Mid Apr., 2015",36.01USD,30.01USD,4543112964212, 39.3 x 31.3 x 9.6 cm , 888g
Portant Flyer ,Bandai,1/144,"HG Build Custom , 021",Mobile Suit Gundam,"Early Mar., 2015",5.69USD,4.74USD,4543112959614, 19 x 15 x 4.3 cm , 93g
Gundam Portant ,Bandai,1/144,"HG Build Fighters , 031",Mobile Suit Gundam,"Early Mar., 2015",17.06USD,14.21USD,4543112959591, 29.8 x 19 x 6.8 cm , 274g
Wing Gundam Zero Honoo ,Bandai,1/144,"HG Build Fighters , 033",Mobile Suit Gundam,"Mid Mar., 2015",17.06USD,14.21USD,4543112957030, 30 x 19 x 7.8 cm , 341g
Mack Knife ,Bandai,1/144,"HG Reconguista in G , 010",Mobile Suit Gundam,"Early Mar., 2015",13.27USD,11.05USD,4543112964229, 29.8 x 18.9 x 5.7 cm , 245g
G-Lucifer ,Bandai,1/144,"HG Reconguista in G , 011",Mobile Suit Gundam,"Mid Mar., 2015",18.95USD,15.79USD,4543112959621, 30 x 19.3 x 8.1 cm , 361g
V-Dash Gundam ,Bandai,1/144,"HGUC , 188",Mobile Suit Gundam,"Mid Mar., 2015",17.06USD,14.21USD,4543112948748, 30 x 19 x 6.8 cm , 296g
